dF0_K,eps_assoc_K,T_K,p_bar,N_mmol_g
100.0,100.0,323.0,0.003902808756829234,0.017534412087909467
100.0,100.0,323.0,0.00512451448332012,0.02295569185991573
100.0,100.0,323.0,0.0067286537276022365,0.030027126579690238
100.0,100.0,323.0,0.008834940584779547,0.03923367972324371
100.0,100.0,323.0,0.01160056354458889,0.051191857196446686
100.0,100.0,323.0,0.015231916192382951,0.06667889700052393
100.0,100.0,323.0,0.020000000000000004,0.08666491002740691
100.0,100.0,323.0,0.02288290047345013,0.09856703917665195
100.0,100.0,323.0,0.026181356703891212,0.11202490685550143
100.0,100.0,323.0,0.029955268985751946,0.12722217782898265
100.0,100.0,323.0,0.03427317194281946,0.1443596217162793
100.0,100.0,323.0,0.03921347912384905,0.16365569646110906
100.0,100.0,323.0,0.04486590700043761,0.18534691011914617
100.0,100.0,323.0,0.051333104227104166,0.20968789595597695
100.0,100.0,323.0,0.05873251575110334,0.23695112786708844
100.0,100.0,323.0,0.06719851562439198,0.26742619680977486
100.0,100.0,323.0,0.07688484724982726,0.30141856569312747
100.0,100.0,323.0,0.08796741537671066,0.33924772163622324
100.0,100.0,323.0,0.10064748054859585,0.38124465230534565
100.0,100.0,323.0,0.11515531401485132,0.42774858851621433
100.0,100.0,323.0,0.131754379479537,0.47910297916395544
100.0,100.0,323.0,0.15074611762857124,0.5356506966640295
100.0,100.0,323.0,0.1724754203226801,0.5977285102565636
100.0,100.0,323.0,0.1973368938680183,0.6656609085425107
100.0,100.0,323.0,0.22578202510608278,0.9987772440246887
100.0,100.0,323.0,0.2583273804598255,1.1063675022936426
100.0,100.0,323.0,0.2955639868314636,1.2226916945996222
100.0,100.0,323.0,0.33816806471002536,1.3479920160295817
100.0,100.0,323.0,0.38691330840293764,1.4824470908489407
100.0,100.0,323.0,0.4426849364018869,1.626164395972206
100.0,100.0,323.0,0.5064957670389989,1.7791740430168852
100.0,100.0,323.0,0.5795046113688597,1.9414242723793518
100.0,100.0,323.0,0.6630373172929507,2.112778943619891
100.0,100.0,323.0,0.7586108470898982,2.2930172112293845
100.0,100.0,323.0,0.8679608256018917,2.481835461027542
100.0,100.0,323.0,0.9930730593550847,2.6788514599773485
100.0,100.0,323.0,1.1362195990043518,2.8836105522481987
100.0,100.0,323.0,1.3,3.0955936277240554
100.0,200.0,273.0,0.001,0.03231853134871974
100.0,200.0,273.0,0.0013130324344878836,0.04207524989416095
100.0,200.0,273.0,0.0017240541740171785,0.054660572967826046
100.0,200.0,273.0,0.0022637390492987737,0.07083024287496244
100.0,200.0,273.0,0.002972362794946059,0.09151085842514202
100.0,200.0,273.0,0.003902808756829234,0.1178252452313196
100.0,200.0,273.0,0.00512451448332012,0.15111553205562572
100.0,200.0,273.0,0.0067286537276022365,0.19295958544809333
100.0,200.0,273.0,0.008834940584779547,0.24517433165500163
100.0,200.0,273.0,0.01160056354458889,0.30979784393707016
100.0,200.0,273.0,0.015231916192382951,0.38904199125430167
100.0,200.0,273.0,0.020000000000000004,0.48520977321112163
100.0,200.0,273.0,0.02288290047345013,0.5397163207356931
100.0,200.0,273.0,0.026181356703891212,0.5991819954497531
100.0,200.0,273.0,0.029955268985751946,0.6638540978199876
100.0,200.0,273.0,0.03427317194281946,0.7339593695899306
100.0,200.0,273.0,0.03921347912384905,0.8096988642452939
100.0,200.0,273.0,0.04486590700043761,1.193004692171413
100.0,200.0,273.0,0.051333104227104166,1.3085452531067094
100.0,200.0,273.0,0.05873251575110334,1.4318641019067553
100.0,200.0,273.0,0.06719851562439198,1.5630178974112008
100.0,200.0,273.0,0.07688484724982726,1.702003000370907
100.0,200.0,273.0,0.08796741537671066,1.8487523175841745
100.0,200.0,273.0,0.10064748054859585,2.003133568502212
100.0,200.0,273.0,0.11515531401485132,2.1649491737719146
100.0,200.0,273.0,0.131754379479537,2.33393789035443
100.0,200.0,273.0,0.15074611762857124,2.509778220325385
100.0,200.0,273.0,0.1724754203226801,2.692093508808705
100.0,200.0,273.0,0.1973368938680183,2.8804585331567263
100.0,200.0,273.0,0.22578202510608278,3.0744072846942516
100.0,200.0,273.0,0.2583273804598255,3.273441569322759
100.0,200.0,273.0,0.2955639868314636,3.4770400134840314
100.0,200.0,273.0,0.33816806471002536,3.6846670611217696
100.0,200.0,273.0,0.38691330840293764,3.89578158276673
100.0,200.0,273.0,0.4426849364018869,4.109844781788483
100.0,200.0,273.0,0.5064957670389989,4.3263271641088705
100.0,200.0,273.0,0.5795046113688597,4.544714424599013
100.0,200.0,273.0,0.6630373172929507,4.7645121860553745
100.0,200.0,273.0,0.7586108470898982,4.985249598264322
100.0,200.0,273.0,0.8679608256018917,5.206481861821181
100.0,200.0,273.0,0.9930730593550847,5.427791783459236
100.0,200.0,273.0,1.1362195990043518,5.648790497752128
100.0,200.0,273.0,1.3,5.869117505877051
100.0,200.0,298.0,0.001,0.012334340599388413
100.0,200.0,298.0,0.0013130324344878836,0.016145966871771247
100.0,200.0,298.0,0.0017240541740171785,0.021116850502087618
100.0,200.0,298.0,0.0022637390492987737,0.02758746377971735
100.0,200.0,298.0,0.002972362794946059,0.03599092648175229
100.0,200.0,298.0,0.003902808756829234,0.0468741862588251
100.0,200.0,298.0,0.00512451448332012,0.0609221188357235
100.0,200.0,298.0,0.0067286537276022365,0.07898412007177358
100.0,200.0,298.0,0.008834940584779547,0.10210226113536608
100.0,200.0,298.0,0.01160056354458889,0.13153923501830725
